SPY,Open,High,Low,Close,Volume
2025-01-16 13:00:00,592.97,593.54,590.93,591.4,4020797.0
2025-01-16 14:00:00,591.38,593.08,591.075,592.93,2946512.0
2025-01-16 15:00:00,592.93,593.33,591.48,591.7,9629217.0
2025-01-16 16:00:00,591.71,591.74,590.35,591.0,9045812.0
2025-01-17 10:00:00,596.32,598.18,596.05,598.16,12843664.0
2025-01-17 11:00:00,598.14,599.1,597.7139,598.295,4131966.0
2025-01-17 12:00:00,598.28,599.1,597.82,598.87,3175920.0
2025-01-17 13:00:00,598.89,599.36,598.1701,598.59,4368620.0
2025-01-17 14:00:00,598.5513,598.76,598.02,598.24,5505991.0
2025-01-17 15:00:00,598.22,598.59,597.35,597.57,10777723.0
2025-01-17 16:00:00,597.53,598.2364,597.0,597.45,3799125.0
2025-01-21 10:00:00,600.5476,600.62,598.67,600.3701,4426822.0
2025-01-21 11:00:00,600.36,601.47,599.83,601.38,3101639.0
2025-01-21 12:00:00,601.35,602.49,600.93,602.445,3113381.0
2025-01-21 13:00:00,602.44,602.88,601.2617,602.62,2781373.0
2025-01-21 14:00:00,602.615,602.82,601.67,602.16,4356930.0
2025-01-21 15:00:00,602.18,602.98,601.995,602.92,10212874.0
2025-01-21 16:00:00,602.93,603.56,602.78,603.4,4755813.0
2025-01-22 10:00:00,606.5,607.08,606.0,606.5513,6706367.0
2025-01-22 11:00:00,606.55,607.78,606.26,607.65,4377915.0
2025-01-22 12:00:00,607.65,607.82,607.3,607.31,2683495.0
2025-01-22 13:00:00,607.3,607.6267,606.9412,607.04,2633309.0
2025-01-22 14:00:00,607.04,607.62,606.7801,607.6,2820005.0
2025-01-22 15:00:00,607.59,607.62,606.23,606.34,10462254.0
2025-01-22 16:00:00,606.34,606.883,605.86,606.3003,9948866.0
2025-01-23 10:00:00,606.24,606.91,605.62,606.89,3254646.0
2025-01-23 11:00:00,606.9,607.87,606.38,607.25,5959458.0
2025-01-23 12:00:00,607.25,607.69,606.9,607.68,3673201.0
2025-01-23 13:00:00,607.68,608.3,607.5999,607.75,2549838.0
2025-01-23 14:00:00,607.73,608.01,607.31,607.825,2497550.0
2025-01-23 15:00:00,607.79,609.74,607.6,609.71,8713187.0
2025-01-23 16:00:00,609.72,609.75,609.05,609.26,8431780.0
2025-01-24 10:00:00,610.35,610.54,609.06,609.1801,2834708.0
2025-01-24 11:00:00,609.18,610.325,609.08,609.53,3463496.0
2025-01-24 12:00:00,609.53,610.05,608.52,608.7,2827079.0
2025-01-24 13:00:00,608.6797,608.91,607.2,607.421,2867248.0
2025-01-24 14:00:00,607.42,607.92,606.93,607.38,3629829.0
2025-01-24 15:00:00,607.375,608.15,606.8,607.95,8960809.0
2025-01-24 16:00:00,607.92,608.58,607.39,607.83,4683237.0
2025-01-27 10:00:00,598.59,599.69,596.67,598.08,9007926.0
2025-01-27 11:00:00,598.09,598.25,596.24,596.81,6363262.0
2025-01-27 12:00:00,596.85,598.21,596.15,596.2,4520947.0
2025-01-27 13:00:00,596.19,597.43,596.03,596.58,4826000.0
2025-01-27 14:00:00,596.61,599.12,596.27,596.94,6356891.0
2025-01-27 15:00:00,596.94,599.57,596.33,599.41,13973978.0
2025-01-27 16:00:00,599.44,600.36,599.2,599.76,6913376.0
2025-01-28 10:00:00,598.9,603.09,598.842,603.06,5942358.0
2025-01-28 11:00:00,603.06,603.57,600.95,602.57,6357420.0
2025-01-28 12:00:00,602.565,604.08,602.4,603.8308,3083864.0
2025-01-28 13:00:00,603.85,604.79,603.56,603.800225,3589133.0
2025-01-28 14:00:00,603.79,605.26,603.23,605.14,3319408.0
2025-01-28 15:00:00,605.14,605.37,604.36,604.49,9387791.0
2025-01-28 16:00:00,604.44,604.64,603.475,604.0,4351624.0
2025-01-29 10:00:00,603.31,604.13,602.48,602.78,2844932.0
2025-01-29 11:00:00,602.82,603.176,601.93,602.29,2299402.0
2025-01-29 12:00:00,602.2947,603.46,601.95,602.08,1788131.0
2025-01-29 13:00:00,602.1,602.63,599.66,601.49,3493484.0
2025-01-29 14:00:00,601.49,603.28,599.22,602.32,8182704.0
2025-01-29 15:00:00,602.29,603.6801,600.55,601.8,7906253.0
2025-01-29 16:00:00,601.84,604.7041,599.24,602.62,5538078.0
2025-01-30 10:00:00,604.94,604.96,601.43,601.4999,4610657.0
2025-01-30 11:00:00,601.445,604.34,600.715,604.0401,3545559.0
2025-01-30 12:00:00,604.04,604.04,602.08,603.3303,2502716.0
2025-01-30 13:00:00,603.34,605.07,603.19,604.95,2054532.0
2025-01-30 14:00:00,604.9403,605.71,604.55,605.6801,3047255.0
2025-01-30 15:00:00,605.67,606.6,601.82,604.98,13102748.0
2025-01-30 16:00:00,604.95,605.69,603.8,604.2,4111634.0
2025-01-31 10:00:00,608.12,609.63,608.04,609.45,4873157.0
2025-01-31 11:00:00,609.46,609.96,608.53,608.89,3387767.0
2025-01-31 12:00:00,608.89,609.73,608.01,609.09,3695351.0
2025-01-31 13:00:00,609.1,609.345,604.81,605.385,8560389.0
2025-01-31 14:00:00,605.39,605.9,601.94,603.63,9405550.0
2025-01-31 15:00:00,603.6,603.6,601.05,601.8,18048938.0
2025-01-31 16:00:00,601.78,603.8627,601.1,601.83,11680399.0
2025-02-03 10:00:00,591.97,598.65,590.49,597.88,14203341.0
2025-02-03 11:00:00,597.86,599.25,595.76,597.3399,7063964.0
2025-02-03 12:00:00,597.32,598.7,595.97,597.38,5711487.0
2025-02-03 13:00:00,597.3435,599.0,596.08,598.835,4473772.0
2025-02-03 14:00:00,598.81,600.29,598.5,599.68,4094791.0
2025-02-03 15:00:00,599.7,600.0258,597.39,597.65,10753685.0
2025-02-03 16:00:00,597.7,601.44,597.41,600.84,6746516.0
2025-02-04 10:00:00,598.9943,601.26,598.96,600.33,4492671.0
2025-02-04 11:00:00,600.375,602.09,600.375,601.37,3179353.0
2025-02-04 12:00:00,601.38,601.64,599.4054,600.99,3094907.0
2025-02-04 13:00:00,600.98,601.259,600.11,600.725,1515509.0
2025-02-04 14:00:00,600.7,602.3,600.57,601.48,2993166.0
2025-02-04 15:00:00,601.47,602.27,600.97,601.76,7979362.0
2025-02-04 16:00:00,601.76,602.09,599.75,600.0783,2929650.0
2025-02-05 10:00:00,600.12,601.1,598.58,600.585,4548971.0
2025-02-05 11:00:00,600.57,602.88,600.135,602.65,4052928.0
2025-02-05 12:00:00,602.64,603.17,602.32,602.67,2099626.0
2025-02-05 13:00:00,602.675,603.4,602.21,602.93,1681412.0
2025-02-05 14:00:00,602.92,603.635,602.88,603.0699,2201587.0
2025-02-05 15:00:00,603.07,604.37,602.91,604.17,7027987.0
2025-02-05 16:00:00,604.17,604.72,602.0031,604.52,3705281.0
2025-02-06 10:00:00,605.22,605.945,604.16,604.62,3143534.0
2025-02-06 11:00:00,604.63,605.6999,604.54,605.12,2123520.0
2025-02-06 12:00:00,605.13,605.78,604.75,605.61,1681581.0
2025-02-06 13:00:00,605.61,605.99,605.0401,605.16,2278554.0
2025-02-06 14:00:00,605.15,605.49,602.63,603.73,4779849.0
2025-02-06 15:00:00,603.72,606.4525,603.53,606.34,8886982.0
2025-02-06 16:00:00,606.37,606.47,603.32,605.12,7066861.0
2025-02-07 10:00:00,607.77,607.81,601.18,603.41,9620782.0
2025-02-07 11:00:00,603.45,604.5395,601.29,601.5988,10806572.0
2025-02-07 12:00:00,601.57,602.85,600.64,602.16,4570901.0
2025-02-07 13:00:00,602.17,603.75,601.13,601.235,2743100.0
2025-02-07 14:00:00,601.226,601.6,600.34,601.12,3705395.0
2025-02-07 15:00:00,601.11,601.26,600.05,600.78,9181708.0
2025-02-07 16:00:00,600.83,606.4184,600.77,600.87,3596685.0
2025-02-10 10:00:00,603.51,605.33,603.33,604.8688,4386607.0
2025-02-10 11:00:00,604.85,605.13,603.84,604.425,2541147.0
2025-02-10 12:00:00,604.41,604.64,603.2108,604.59,1844860.0
2025-02-10 13:00:00,604.58,605.24,604.52,605.052,1779172.0
2025-02-10 14:00:00,605.05,605.4999,604.63,604.93,2520249.0
2025-02-10 15:00:00,604.95,605.19,604.2446,604.79,5906864.0
2025-02-10 16:00:00,604.78,604.85,604.2,604.7,1605918.0
2025-02-11 10:00:00,603.31,605.22,602.7,604.7062,3672446.0
2025-02-11 11:00:00,604.7,605.05,604.03,604.21,2692003.0
2025-02-11 12:00:00,604.18,604.43,603.1,603.7599,3443909.0
2025-02-11 13:00:00,603.75,605.3,603.5,604.59,2109246.0
2025-02-11 14:00:00,604.56,605.86,604.39,605.41,3164735.0
2025-02-11 15:00:00,605.41,605.65,604.61,605.21,7462392.0
2025-02-11 16:00:00,605.24,605.37,604.87,605.04,2781118.0
2025-02-12 10:00:00,601.36,603.32,599.58,602.43,6493666.0
2025-02-12 11:00:00,602.45,603.54,600.17,603.39,3834752.0
2025-02-12 12:00:00,603.41,604.53,602.84,604.39,3798149.0
2025-02-12 13:00:00,604.4,604.55,602.92,603.21,2197458.0
2025-02-12 14:00:00,603.22,604.23,602.53,603.9,3571180.0
2025-02-12 15:00:00,603.9,604.05,602.57,603.36,6850524.0
2025-02-12 16:00:00,603.39,604.1,602.99,604.04,2968396.0
2025-02-13 10:00:00,604.82,607.49,604.21,607.09,5591033.0
2025-02-13 11:00:00,607.09,607.48,605.75,606.1,2615189.0
2025-02-13 12:00:00,606.1,606.97,605.72,606.1829,1834761.0
2025-02-13 13:00:00,606.17,607.25,604.99,607.19,3696194.0
2025-02-13 14:00:00,607.19,609.29,607.03,608.9,6212718.0
2025-02-13 15:00:00,608.895,609.94,608.82,609.69,11286943.0
2025-02-13 16:00:00,609.7,609.92,609.24,609.4,2552720.0
2025-02-14 10:00:00,610.48,610.99,609.73,610.51,3085771.0
2025-02-14 11:00:00,610.53,610.85,609.4,610.23,4049492.0
2025-02-14 12:00:00,610.22,610.245,609.07,609.92,2113326.0
2025-02-14 13:00:00,609.92,610.7507,609.7,610.48,1507712.0
2025-02-14 14:00:00,610.4899,610.72,609.83,610.22,2355060.0
2025-02-14 15:00:00,610.21,610.29,609.545,609.7,6764047.0
2025-02-14 16:00:00,609.73,610.0901,609.42,609.98,2441118.0
2025-02-18 10:00:00,610.1538,610.62,609.33,610.61,3671513.0
2025-02-18 11:00:00,610.605,610.855,609.76,610.25,1989902.0
2025-02-18 12:00:00,610.24,610.545,609.78,610.35,1653316.0
2025-02-18 13:00:00,610.34,610.6587,609.4519,609.66,2526068.0
2025-02-18 14:00:00,609.655,610.04,608.38,609.85,3864148.0
2025-02-18 15:00:00,609.87,611.38,609.63,611.35,6663273.0
2025-02-18 16:00:00,611.42,611.5,610.93,611.0,1611006.0
2025-02-19 10:00:00,609.92,610.89,609.56,610.14,4457668.0
2025-02-19 11:00:00,610.14,611.77,610.14,611.7,3774952.0
2025-02-19 12:00:00,611.66,611.96,610.86,611.56,2422037.0
2025-02-19 13:00:00,611.56,612.04,610.65,611.49,2222521.0
2025-02-19 14:00:00,611.52,613.23,611.4,613.11,3406753.0
2025-02-19 15:00:00,613.08,613.1,611.8,612.9,7403110.0
2025-02-19 16:00:00,612.93,612.93,611.6841,612.14,2187489.0
2025-02-20 10:00:00,608.4,609.52,607.02,607.35,5898515.0
2025-02-20 11:00:00,607.35,608.45,607.1,607.46,4016673.0
2025-02-20 12:00:00,607.45,609.0999,607.28,608.03,2671882.0
2025-02-20 13:00:00,608.03,608.76,607.64,608.6,4133403.0
2025-02-20 14:00:00,608.6,610.1,608.5,609.86,3797585.0
2025-02-20 15:00:00,609.865,610.7,609.26,610.39,7259887.0
2025-02-20 16:00:00,610.39,610.5,609.77,610.0,2941729.0
2025-02-21 10:00:00,608.5,608.65,605.766,606.8399,8914620.0
2025-02-21 11:00:00,606.84,607.5,606.18,606.805,7318730.0
2025-02-21 12:00:00,606.8,607.1292,603.62,603.82,8214788.0
2025-02-21 13:00:00,603.83,603.8493,601.57,601.7535,8675140.0
2025-02-21 14:00:00,601.76,602.33,599.47,600.035,8589631.0
2025-02-21 15:00:00,600.03,600.91,599.5,600.0,15515540.0
2025-02-21 16:00:00,600.01,600.4,599.75,599.94,11116854.0
2025-02-24 10:00:00,598.76,599.445,596.49,597.7,8467778.0
2025-02-24 11:00:00,597.72,600.8,597.47,599.97,4567664.0
2025-02-24 12:00:00,599.98,601.85,599.8201,600.635,2842629.0
2025-02-24 13:00:00,600.644,601.71,600.36,600.64,2219457.0
2025-02-24 14:00:00,600.62,601.43,599.39,599.78,3647247.0
2025-02-24 15:00:00,599.81,600.03,596.64,597.2,13809927.0
2025-02-24 16:00:00,597.21,597.98,596.93,597.63,6168803.0
2025-02-25 10:00:00,595.25,595.28,590.5033,592.33,12550521.0
2025-02-25 11:00:00,592.34,593.8084,589.56,593.2,6745211.0
2025-02-25 12:00:00,593.13,594.8,592.12,594.79,4164430.0
2025-02-25 13:00:00,594.78,596.18,593.61,594.71,4944324.0
2025-02-25 14:00:00,594.65,595.58,593.01,595.24,4922311.0
2025-02-25 15:00:00,595.23,596.64,593.57,594.21,10688779.0
2025-02-25 16:00:00,594.22,595.38,594.08,595.03,3843159.0
2025-02-26 10:00:00,597.71,599.28,597.2411,598.85,4807069.0
2025-02-26 11:00:00,598.87,599.58,597.82,598.01,3682914.0
2025-02-26 12:00:00,598.06,599.3791,595.1,595.605,4210249.0
2025-02-26 13:00:00,595.59,595.86,592.12,592.58,5477305.0
2025-02-26 14:00:00,592.55,594.64,591.8556,592.76,5338958.0
2025-02-26 15:00:00,592.8,595.29,592.46,594.43,8644630.0
2025-02-26 16:00:00,594.45,600.0,592.23,596.3,4014489.0
2025-02-27 10:00:00,592.43,596.52,590.52,593.432,9155874.0
2025-02-27 11:00:00,593.44,596.24,592.28,592.45,4782377.0
2025-02-27 12:00:00,592.49,594.475,591.4,593.42,4293663.0
2025-02-27 13:00:00,593.44,595.16,593.305,593.71,3493569.0
2025-02-27 14:00:00,593.76,593.84,588.34,589.28,7626877.0
2025-02-27 15:00:00,589.3,589.35,584.65,585.04,21785486.0
2025-02-27 16:00:00,585.05,586.07,584.72,585.5699,11580884.0
2025-02-28 10:00:00,586.01,588.8998,585.225,588.86,8511529.0
2025-02-28 11:00:00,588.87,589.03,585.83,587.34,4991122.0
2025-02-28 12:00:00,587.3647,588.3,583.6,583.6866,6387118.0
2025-02-28 13:00:00,583.69,586.52,582.44,583.6025,9934581.0
2025-02-28 14:00:00,583.6,588.25,583.531,588.1,6599789.0
2025-02-28 15:00:00,588.09,594.72,587.7,594.07,25366807.0
2025-02-28 16:00:00,594.06,594.2,593.05,593.45,11564533.0
